"event_id","llm_gate"
79653,"IgM- IgD- B-cells"
79654,"unassigned"
79655,"Intermediate Monocytes"
79656,"MEP"
79657,"IgM- IgD- B-cells"
79658,"unassigned"
79659,"unassigned"
79660,"Eosinophils"
79661,"unassigned"
79662,"unassigned"
79663,"unassigned"
79664,"unassigned"
79665,"unassigned"
79666,"unassigned"
79667,"unassigned"
79668,"unassigned"
79669,"IgD- IgMpos B cells"
79670,"IgDpos IgMpos B cells"
79671,"Classical Monocytes"
79672,"unassigned"
79673,"IgDpos IgMpos B cells"
79674,"unassigned"
79675,"unassigned"
79676,"unassigned"
79677,"Classical Monocytes"
79678,"unassigned"
79679,"unassigned"
79680,"IgDpos IgMpos B cells"
79681,"unassigned"
79682,"unassigned"
79683,"unassigned"
79684,"unassigned"
79685,"Intermediate Monocytes"
79686,"unassigned"
79687,"unassigned"
79688,"unassigned"
79689,"unassigned"
79690,"Macrophages"
79691,"unassigned"
79692,"IgDpos IgMpos B cells"
79693,"unassigned"
79694,"Eosinophils"
79695,"CD4 T cells"
79696,"Plasma Cells"
79697,"IgD- IgMpos B cells"
79698,"unassigned"
79699,"unassigned"
79700,"unassigned"
79701,"unassigned"
79702,"unassigned"
79703,"Macrophages"
79704,"unassigned"
79705,"IgD- IgMpos B cells"
79706,"Intermediate Monocytes"
79707,"Basophils"
79708,"unassigned"
79709,"unassigned"
79710,"Eosinophils"
79711,"unassigned"
79712,"unassigned"
79713,"IgM- IgD- B-cells"
79714,"IgM- IgD- B-cells"
79715,"Eosinophils"
79716,"unassigned"
79717,"MPP"
79718,"unassigned"
79719,"Eosinophils"
79720,"IgM- IgD- B-cells"
79721,"IgDpos IgMpos B cells"
79722,"unassigned"
79723,"Classical Monocytes"
79724,"IgDpos IgMpos B cells"
79725,"MPP"
79726,"IgDpos IgMpos B cells"
79727,"Non-Classical Monocytes"
79728,"HSC"
79729,"unassigned"
79730,"unassigned"
79731,"Classical Monocytes"
79732,"unassigned"
79733,"unassigned"
79734,"unassigned"
79735,"unassigned"
79736,"unassigned"
79737,"unassigned"
79738,"Non-Classical Monocytes"
79739,"IgDpos IgMpos B cells"
79740,"unassigned"
79741,"Classical Monocytes"
79742,"Classical Monocytes"
79743,"CD8 T cells"
79744,"unassigned"
79745,"unassigned"
79746,"unassigned"
79747,"unassigned"
79748,"unassigned"
79749,"unassigned"
79750,"Macrophages"
79751,"IgD- IgMpos B cells"
79752,"MPP"
79753,"unassigned"
79754,"Eosinophils"
79755,"IgDpos IgMpos B cells"
79756,"MPP"
79757,"unassigned"
79758,"Non-Classical Monocytes"
79759,"NK cells"
79760,"unassigned"
79761,"unassigned"
79762,"unassigned"
79763,"unassigned"
79764,"unassigned"
79765,"IgDpos IgMpos B cells"
79766,"unassigned"
79767,"IgM- IgD- B-cells"
79768,"NKT cells"
79769,"HSC"
79770,"Non-Classical Monocytes"
79771,"Classical Monocytes"
79772,"unassigned"
79773,"Intermediate Monocytes"
79774,"unassigned"
79775,"IgM- IgD- B-cells"
79776,"unassigned"
79777,"HSC"
79778,"Non-Classical Monocytes"
79779,"Classical Monocytes"
79780,"Macrophages"
79781,"Macrophages"
79782,"Eosinophils"
79783,"unassigned"
79784,"unassigned"
79785,"unassigned"
79786,"Intermediate Monocytes"
79787,"Classical Monocytes"
79788,"unassigned"
79789,"Classical Monocytes"
79790,"Non-Classical Monocytes"
79791,"unassigned"
79792,"unassigned"
79793,"IgM- IgD- B-cells"
79794,"NKT cells"
79795,"Classical Monocytes"
79796,"unassigned"
79797,"Intermediate Monocytes"
79798,"unassigned"
79799,"unassigned"
79800,"Classical Monocytes"
79801,"unassigned"
79802,"unassigned"
79803,"IgD- IgMpos B cells"
79804,"IgDpos IgMpos B cells"
79805,"CLP"
79806,"IgD- IgMpos B cells"
79807,"IgD- IgMpos B cells"
79808,"Intermediate Monocytes"
79809,"Eosinophils"
79810,"unassigned"
79811,"IgDpos IgMpos B cells"
79812,"NK cells"
79813,"GMP"
79814,"IgDpos IgMpos B cells"
79815,"Intermediate Monocytes"
79816,"unassigned"
79817,"Classical Monocytes"
79818,"unassigned"
79819,"Eosinophils"
79820,"IgM- IgD- B-cells"
79821,"unassigned"
79822,"IgDpos IgMpos B cells"
79823,"Classical Monocytes"
79824,"Classical Monocytes"
79825,"Non-Classical Monocytes"
79826,"unassigned"
79827,"IgM- IgD- B-cells"
79828,"Non-Classical Monocytes"
79829,"unassigned"
79830,"unassigned"
79831,"unassigned"
79832,"unassigned"
79833,"unassigned"
79834,"IgM- IgD- B-cells"
79835,"unassigned"
79836,"Eosinophils"
79837,"Intermediate Monocytes"
79838,"unassigned"
79839,"unassigned"
79840,"IgD- IgMpos B cells"
79841,"unassigned"
79842,"NKT cells"
79843,"unassigned"
79844,"IgD- IgMpos B cells"
79845,"unassigned"
79846,"unassigned"
79847,"unassigned"
79848,"unassigned"
79849,"Non-Classical Monocytes"
79850,"unassigned"
79851,"Non-Classical Monocytes"
79852,"unassigned"
79853,"unassigned"
79854,"IgDpos IgMpos B cells"
79855,"unassigned"
79856,"unassigned"
79857,"IgDpos IgMpos B cells"
79858,"unassigned"
79859,"Classical Monocytes"
79860,"unassigned"
79861,"pDCs"
79862,"CD8 T cells"
79863,"IgD- IgMpos B cells"
79864,"unassigned"
79865,"unassigned"
79866,"unassigned"
79867,"Classical Monocytes"
79868,"IgD- IgMpos B cells"
79869,"unassigned"
79870,"unassigned"
79871,"unassigned"
79872,"unassigned"
79873,"CD8 T cells"
79874,"IgD- IgMpos B cells"
79875,"Classical Monocytes"
79876,"unassigned"
79877,"IgD- IgMpos B cells"
79878,"Eosinophils"
79879,"pDCs"
79880,"unassigned"
79881,"unassigned"
79882,"Classical Monocytes"
79883,"unassigned"
79884,"IgD- IgMpos B cells"
79885,"unassigned"
79886,"unassigned"
79887,"IgDpos IgMpos B cells"
79888,"Macrophages"
79889,"unassigned"
79890,"unassigned"
79891,"Eosinophils"
79892,"mDCs"
79893,"unassigned"
79894,"unassigned"
79895,"IgM- IgD- B-cells"
79896,"unassigned"
79897,"Eosinophils"
79898,"Classical Monocytes"
79899,"unassigned"
79900,"IgDpos IgMpos B cells"
79901,"mDCs"
79902,"unassigned"
79903,"unassigned"
79904,"unassigned"
79905,"IgM- IgD- B-cells"
79906,"unassigned"
79907,"Macrophages"
79908,"unassigned"
79909,"unassigned"
79910,"IgM- IgD- B-cells"
79911,"unassigned"
79912,"unassigned"
79913,"unassigned"
79914,"Eosinophils"
79915,"Eosinophils"
79916,"unassigned"
79917,"unassigned"
79918,"unassigned"
79919,"IgDpos IgMpos B cells"
79920,"unassigned"
79921,"unassigned"
79922,"unassigned"
79923,"IgDpos IgMpos B cells"
79924,"CD4 T cells"
79925,"IgDpos IgMpos B cells"
79926,"unassigned"
79927,"unassigned"
79928,"Intermediate Monocytes"
79929,"IgM- IgD- B-cells"
79930,"Eosinophils"
79931,"unassigned"
79932,"Eosinophils"
79933,"unassigned"
79934,"Intermediate Monocytes"
79935,"unassigned"
79936,"Classical Monocytes"
79937,"IgDpos IgMpos B cells"
79938,"unassigned"
79939,"unassigned"
79940,"IgM- IgD- B-cells"
79941,"Non-Classical Monocytes"
79942,"Classical Monocytes"
79943,"unassigned"
79944,"unassigned"
79945,"unassigned"
79946,"Eosinophils"
79947,"NKT cells"
79948,"unassigned"
79949,"IgDpos IgMpos B cells"
79950,"unassigned"
79951,"unassigned"
79952,"Eosinophils"
79953,"IgDpos IgMpos B cells"
79954,"unassigned"
79955,"unassigned"
79956,"unassigned"
79957,"unassigned"
79958,"Non-Classical Monocytes"
79959,"unassigned"
79960,"Classical Monocytes"
79961,"unassigned"
79962,"Plasma Cells"
79963,"unassigned"
79964,"IgDpos IgMpos B cells"
79965,"unassigned"
79966,"unassigned"
79967,"unassigned"
79968,"unassigned"
79969,"Intermediate Monocytes"
79970,"Non-Classical Monocytes"
79971,"Intermediate Monocytes"
79972,"unassigned"
79973,"IgD- IgMpos B cells"
79974,"unassigned"
79975,"unassigned"
79976,"Classical Monocytes"
79977,"IgD- IgMpos B cells"
79978,"unassigned"
79979,"unassigned"
79980,"unassigned"
79981,"unassigned"
79982,"unassigned"
79983,"mDCs"
79984,"unassigned"
79985,"NKT cells"
79986,"Intermediate Monocytes"
79987,"IgD- IgMpos B cells"
79988,"unassigned"
79989,"Non-Classical Monocytes"
79990,"MPP"
79991,"IgM- IgD- B-cells"
79992,"Classical Monocytes"
79993,"CMP"
79994,"IgDpos IgMpos B cells"
79995,"CD4 T cells"
79996,"Eosinophils"
79997,"unassigned"
79998,"IgDpos IgMpos B cells"
79999,"unassigned"
80000,"unassigned"
80001,"IgDpos IgMpos B cells"
80002,"unassigned"
80003,"unassigned"
80004,"unassigned"
80005,"unassigned"
80006,"Macrophages"
80007,"unassigned"
80008,"Non-Classical Monocytes"
80009,"unassigned"
80010,"unassigned"
80011,"unassigned"
80012,"IgDpos IgMpos B cells"
80013,"unassigned"
80014,"unassigned"
80015,"unassigned"
80016,"unassigned"
80017,"Eosinophils"
80018,"unassigned"
80019,"unassigned"
80020,"IgDpos IgMpos B cells"
80021,"unassigned"
80022,"unassigned"
80023,"unassigned"
80024,"unassigned"
80025,"Intermediate Monocytes"
80026,"MPP"
80027,"Intermediate Monocytes"
80028,"unassigned"
80029,"CD8 T cells"
80030,"Non-Classical Monocytes"
80031,"unassigned"
80032,"Eosinophils"
80033,"unassigned"
80034,"unassigned"
80035,"mDCs"
80036,"unassigned"
80037,"unassigned"
80038,"IgM- IgD- B-cells"
80039,"unassigned"
80040,"IgDpos IgMpos B cells"
80041,"unassigned"
80042,"unassigned"
80043,"Classical Monocytes"
80044,"unassigned"
80045,"unassigned"
80046,"unassigned"
80047,"unassigned"
80048,"Classical Monocytes"
80049,"unassigned"
80050,"IgDpos IgMpos B cells"
80051,"unassigned"
80052,"unassigned"
80053,"IgDpos IgMpos B cells"
80054,"unassigned"
80055,"CD8 T cells"
80056,"unassigned"
80057,"IgDpos IgMpos B cells"
80058,"IgM- IgD- B-cells"
80059,"Intermediate Monocytes"
80060,"CD8 T cells"
80061,"IgD- IgMpos B cells"
80062,"IgM- IgD- B-cells"
80063,"NK cells"
80064,"IgM- IgD- B-cells"
80065,"Eosinophils"
80066,"IgDpos IgMpos B cells"
80067,"unassigned"
80068,"IgDpos IgMpos B cells"
80069,"unassigned"
80070,"Eosinophils"
80071,"Eosinophils"
80072,"unassigned"
80073,"mDCs"
80074,"HSC"
80075,"unassigned"
80076,"unassigned"
80077,"IgM- IgD- B-cells"
80078,"unassigned"
80079,"unassigned"
80080,"Macrophages"
80081,"Eosinophils"
80082,"unassigned"
80083,"HSC"
80084,"unassigned"
80085,"IgDpos IgMpos B cells"
80086,"unassigned"
80087,"CMP"
80088,"Intermediate Monocytes"
80089,"IgDpos IgMpos B cells"
80090,"unassigned"
80091,"Classical Monocytes"
80092,"unassigned"
80093,"IgDpos IgMpos B cells"
80094,"IgD- IgMpos B cells"
80095,"IgDpos IgMpos B cells"
80096,"IgDpos IgMpos B cells"
80097,"IgDpos IgMpos B cells"
80098,"unassigned"
80099,"unassigned"
80100,"IgDpos IgMpos B cells"
80101,"Eosinophils"
80102,"unassigned"
80103,"Non-Classical Monocytes"
80104,"IgM- IgD- B-cells"
80105,"IgDpos IgMpos B cells"
80106,"unassigned"
80107,"unassigned"
80108,"Intermediate Monocytes"
80109,"Eosinophils"
80110,"IgD- IgMpos B cells"
80111,"unassigned"
80112,"Classical Monocytes"
80113,"Classical Monocytes"
80114,"IgD- IgMpos B cells"
80115,"unassigned"
80116,"IgDpos IgMpos B cells"
80117,"Macrophages"
80118,"Classical Monocytes"
80119,"unassigned"
80120,"unassigned"
80121,"Macrophages"
80122,"Intermediate Monocytes"
80123,"CD8 T cells"
80124,"unassigned"
80125,"Classical Monocytes"
80126,"Non-Classical Monocytes"
80127,"HSC"
80128,"Classical Monocytes"
80129,"IgM- IgD- B-cells"
80130,"IgM- IgD- B-cells"
80131,"unassigned"
80132,"Macrophages"
80133,"unassigned"
80134,"IgD- IgMpos B cells"
80135,"unassigned"
80136,"unassigned"
80137,"Eosinophils"
80138,"unassigned"
80139,"IgD- IgMpos B cells"
80140,"IgDpos IgMpos B cells"
80141,"Intermediate Monocytes"
80142,"IgDpos IgMpos B cells"
80143,"unassigned"
80144,"IgDpos IgMpos B cells"
80145,"CD8 T cells"
80146,"unassigned"
80147,"IgD- IgMpos B cells"
80148,"unassigned"
80149,"unassigned"
80150,"unassigned"
80151,"unassigned"
80152,"IgD- IgMpos B cells"
80153,"unassigned"
80154,"unassigned"
80155,"unassigned"
80156,"HSC"
80157,"Macrophages"
80158,"IgD- IgMpos B cells"
80159,"Classical Monocytes"
80160,"Macrophages"
80161,"unassigned"
80162,"NKT cells"
80163,"unassigned"
80164,"unassigned"
80165,"Eosinophils"
80166,"unassigned"
80167,"IgD- IgMpos B cells"
80168,"unassigned"
80169,"IgDpos IgMpos B cells"
80170,"unassigned"
80171,"unassigned"
80172,"unassigned"
80173,"Non-Classical Monocytes"
80174,"Eosinophils"
80175,"Macrophages"
80176,"unassigned"
80177,"Intermediate Monocytes"
80178,"unassigned"
80179,"Classical Monocytes"
80180,"unassigned"
80181,"unassigned"
80182,"Eosinophils"
80183,"unassigned"
80184,"IgM- IgD- B-cells"
80185,"unassigned"
80186,"unassigned"
80187,"IgDpos IgMpos B cells"
80188,"unassigned"
80189,"NKT cells"
80190,"Classical Monocytes"
80191,"unassigned"
80192,"IgM- IgD- B-cells"
80193,"unassigned"
80194,"unassigned"
80195,"IgM- IgD- B-cells"
80196,"Intermediate Monocytes"
80197,"Intermediate Monocytes"
80198,"unassigned"
80199,"MPP"
80200,"CMP"
80201,"unassigned"
80202,"unassigned"
80203,"Eosinophils"
80204,"unassigned"
80205,"Eosinophils"
80206,"Plasma Cells"
80207,"unassigned"
80208,"MPP"
80209,"Intermediate Monocytes"
80210,"unassigned"
80211,"unassigned"
80212,"unassigned"
80213,"Eosinophils"
80214,"IgD- IgMpos B cells"
80215,"unassigned"
80216,"unassigned"
80217,"Non-Classical Monocytes"
80218,"unassigned"
80219,"unassigned"
80220,"unassigned"
80221,"IgDpos IgMpos B cells"
80222,"unassigned"
80223,"Non-Classical Monocytes"
80224,"unassigned"
80225,"CD8 T cells"
80226,"unassigned"
80227,"unassigned"
80228,"IgD- IgMpos B cells"
80229,"IgD- IgMpos B cells"
80230,"Macrophages"
80231,"unassigned"
80232,"unassigned"
80233,"unassigned"
80234,"IgDpos IgMpos B cells"
80235,"Eosinophils"
80236,"unassigned"
80237,"Intermediate Monocytes"
80238,"MPP"
80239,"Non-Classical Monocytes"
80240,"unassigned"
80241,"unassigned"
80242,"CD4 T cells"
80243,"IgDpos IgMpos B cells"
80244,"IgM- IgD- B-cells"
80245,"unassigned"
80246,"Eosinophils"
80247,"IgDpos IgMpos B cells"
80248,"IgD- IgMpos B cells"
80249,"IgM- IgD- B-cells"
80250,"IgDpos IgMpos B cells"
80251,"unassigned"
80252,"unassigned"
80253,"unassigned"
80254,"unassigned"
80255,"Classical Monocytes"
80256,"unassigned"
80257,"Intermediate Monocytes"
80258,"CD4 T cells"
80259,"IgDpos IgMpos B cells"
80260,"unassigned"
80261,"NKT cells"
80262,"Eosinophils"
80263,"unassigned"
80264,"unassigned"
80265,"unassigned"
80266,"IgM- IgD- B-cells"
80267,"unassigned"
80268,"unassigned"
80269,"Plasma Cells"
80270,"unassigned"
80271,"Eosinophils"
80272,"Non-Classical Monocytes"
80273,"IgM- IgD- B-cells"
80274,"unassigned"
80275,"IgM- IgD- B-cells"
80276,"unassigned"
80277,"Classical Monocytes"
80278,"IgDpos IgMpos B cells"
80279,"Macrophages"
80280,"unassigned"
80281,"unassigned"
80282,"unassigned"
80283,"Classical Monocytes"
80284,"Classical Monocytes"
80285,"IgDpos IgMpos B cells"
80286,"unassigned"
80287,"Non-Classical Monocytes"
80288,"IgM- IgD- B-cells"
80289,"unassigned"
80290,"unassigned"
80291,"Non-Classical Monocytes"
80292,"NKT cells"
80293,"Eosinophils"
80294,"Eosinophils"
80295,"IgM- IgD- B-cells"
80296,"unassigned"
80297,"IgDpos IgMpos B cells"
80298,"unassigned"
80299,"IgDpos IgMpos B cells"
80300,"unassigned"
80301,"Classical Monocytes"
80302,"unassigned"
80303,"IgM- IgD- B-cells"
80304,"unassigned"
80305,"Classical Monocytes"
80306,"unassigned"
80307,"IgM- IgD- B-cells"
80308,"unassigned"
80309,"Non-Classical Monocytes"
80310,"Intermediate Monocytes"
80311,"Macrophages"
80312,"unassigned"
80313,"unassigned"
80314,"Intermediate Monocytes"
80315,"unassigned"
80316,"unassigned"
80317,"Intermediate Monocytes"
80318,"Eosinophils"
80319,"IgDpos IgMpos B cells"
80320,"unassigned"
80321,"NKT cells"
80322,"unassigned"
80323,"Eosinophils"
80324,"IgDpos IgMpos B cells"
80325,"unassigned"
80326,"unassigned"
80327,"IgDpos IgMpos B cells"
80328,"Non-Classical Monocytes"
80329,"Eosinophils"
80330,"Non-Classical Monocytes"
80331,"unassigned"
80332,"Macrophages"
80333,"unassigned"
80334,"unassigned"
80335,"unassigned"
80336,"unassigned"
80337,"unassigned"
80338,"Eosinophils"
80339,"unassigned"
80340,"unassigned"
80341,"Intermediate Monocytes"
80342,"IgD- IgMpos B cells"
80343,"unassigned"
80344,"Intermediate Monocytes"
80345,"unassigned"
80346,"unassigned"
80347,"unassigned"
80348,"CMP"
80349,"Classical Monocytes"
80350,"unassigned"
80351,"IgD- IgMpos B cells"
80352,"unassigned"
80353,"Basophils"
80354,"Non-Classical Monocytes"
80355,"unassigned"
80356,"IgDpos IgMpos B cells"
80357,"Non-Classical Monocytes"
80358,"IgD- IgMpos B cells"
80359,"unassigned"
80360,"Basophils"
80361,"IgDpos IgMpos B cells"
80362,"unassigned"
80363,"unassigned"
80364,"IgD- IgMpos B cells"
80365,"mDCs"
80366,"Classical Monocytes"
80367,"IgDpos IgMpos B cells"
80368,"IgDpos IgMpos B cells"
80369,"unassigned"
80370,"IgDpos IgMpos B cells"
80371,"Intermediate Monocytes"
80372,"IgM- IgD- B-cells"
80373,"IgM- IgD- B-cells"
80374,"Non-Classical Monocytes"
80375,"Classical Monocytes"
80376,"unassigned"
80377,"Classical Monocytes"
80378,"unassigned"
80379,"unassigned"
80380,"unassigned"
80381,"NKT cells"
80382,"unassigned"
80383,"unassigned"
80384,"unassigned"
80385,"unassigned"
80386,"Eosinophils"
80387,"Intermediate Monocytes"
80388,"Intermediate Monocytes"
80389,"Basophils"
80390,"unassigned"
80391,"IgM- IgD- B-cells"
80392,"unassigned"
80393,"CD8 T cells"
80394,"Eosinophils"
80395,"unassigned"
80396,"Classical Monocytes"
80397,"unassigned"
80398,"IgDpos IgMpos B cells"
80399,"unassigned"
80400,"unassigned"
80401,"unassigned"
80402,"Non-Classical Monocytes"
80403,"IgD- IgMpos B cells"
80404,"unassigned"
80405,"Eosinophils"
80406,"IgDpos IgMpos B cells"
80407,"Classical Monocytes"
80408,"Intermediate Monocytes"
80409,"IgM- IgD- B-cells"
80410,"unassigned"
80411,"unassigned"
80412,"unassigned"
80413,"IgM- IgD- B-cells"
80414,"Classical Monocytes"
80415,"unassigned"
80416,"Intermediate Monocytes"
80417,"Intermediate Monocytes"
80418,"unassigned"
80419,"Non-Classical Monocytes"
80420,"unassigned"
80421,"unassigned"
80422,"unassigned"
80423,"unassigned"
80424,"unassigned"
80425,"unassigned"
80426,"unassigned"
80427,"unassigned"
80428,"IgM- IgD- B-cells"
80429,"CMP"
80430,"unassigned"
80431,"Eosinophils"
80432,"IgM- IgD- B-cells"
80433,"MEP"
80434,"Intermediate Monocytes"
80435,"unassigned"
80436,"Basophils"
80437,"unassigned"
80438,"unassigned"
80439,"Eosinophils"
80440,"unassigned"
80441,"Basophils"
80442,"IgM- IgD- B-cells"
80443,"unassigned"
80444,"unassigned"
80445,"unassigned"
80446,"Intermediate Monocytes"
80447,"unassigned"
80448,"Eosinophils"
80449,"unassigned"
80450,"IgDpos IgMpos B cells"
80451,"unassigned"
80452,"unassigned"
80453,"mDCs"
80454,"unassigned"
80455,"IgD- IgMpos B cells"
80456,"unassigned"
80457,"Non-Classical Monocytes"
80458,"unassigned"
80459,"IgDpos IgMpos B cells"
80460,"Classical Monocytes"
80461,"Macrophages"
80462,"unassigned"
80463,"Intermediate Monocytes"
80464,"IgDpos IgMpos B cells"
80465,"HSC"
80466,"unassigned"
80467,"Classical Monocytes"
80468,"Intermediate Monocytes"
80469,"Intermediate Monocytes"
80470,"IgM- IgD- B-cells"
80471,"Classical Monocytes"
80472,"IgDpos IgMpos B cells"
80473,"unassigned"
80474,"unassigned"
80475,"unassigned"
80476,"unassigned"
80477,"unassigned"
80478,"IgDpos IgMpos B cells"
80479,"IgD- IgMpos B cells"
80480,"unassigned"
80481,"unassigned"
80482,"IgDpos IgMpos B cells"
80483,"unassigned"
80484,"Classical Monocytes"
80485,"Macrophages"
80486,"unassigned"
80487,"NKT cells"
80488,"unassigned"
80489,"unassigned"
80490,"unassigned"
80491,"IgD- IgMpos B cells"
80492,"unassigned"
80493,"Non-Classical Monocytes"
80494,"unassigned"
80495,"unassigned"
80496,"Classical Monocytes"
80497,"Intermediate Monocytes"
80498,"MPP"
80499,"IgD- IgMpos B cells"
80500,"IgDpos IgMpos B cells"
80501,"unassigned"
80502,"unassigned"
80503,"Eosinophils"
80504,"Non-Classical Monocytes"
80505,"IgD- IgMpos B cells"
80506,"unassigned"
80507,"NK cells"
80508,"IgD- IgMpos B cells"
80509,"IgD- IgMpos B cells"
80510,"unassigned"
80511,"Non-Classical Monocytes"
80512,"unassigned"
80513,"unassigned"
80514,"unassigned"
80515,"Non-Classical Monocytes"
80516,"Eosinophils"
80517,"unassigned"
80518,"Eosinophils"
80519,"unassigned"
80520,"Classical Monocytes"
80521,"Non-Classical Monocytes"
80522,"Classical Monocytes"
80523,"unassigned"
80524,"NKT cells"
80525,"unassigned"
80526,"unassigned"
80527,"Plasma Cells"
80528,"unassigned"
80529,"CD8 T cells"
80530,"Eosinophils"
80531,"unassigned"
80532,"Macrophages"
80533,"Classical Monocytes"
80534,"IgM- IgD- B-cells"
80535,"Non-Classical Monocytes"
80536,"unassigned"
80537,"unassigned"
80538,"unassigned"
80539,"Macrophages"
80540,"IgDpos IgMpos B cells"
80541,"unassigned"
80542,"unassigned"
80543,"unassigned"
80544,"unassigned"
80545,"Classical Monocytes"
80546,"Intermediate Monocytes"
80547,"unassigned"
80548,"unassigned"
80549,"CD4 T cells"
80550,"unassigned"
80551,"Eosinophils"
80552,"unassigned"
80553,"unassigned"
80554,"Plasma Cells"
80555,"unassigned"
80556,"unassigned"
80557,"unassigned"
80558,"unassigned"
80559,"unassigned"
80560,"IgDpos IgMpos B cells"
80561,"IgD- IgMpos B cells"
80562,"unassigned"
80563,"IgD- IgMpos B cells"
80564,"IgM- IgD- B-cells"
80565,"unassigned"
80566,"Classical Monocytes"
80567,"CD8 T cells"
80568,"unassigned"
80569,"unassigned"
80570,"unassigned"
80571,"Classical Monocytes"
80572,"Classical Monocytes"
80573,"unassigned"
80574,"gd T cells"
80575,"IgD- IgMpos B cells"
80576,"unassigned"
80577,"unassigned"
80578,"unassigned"
80579,"IgM- IgD- B-cells"
80580,"IgM- IgD- B-cells"
80581,"Non-Classical Monocytes"
80582,"unassigned"
80583,"unassigned"
80584,"unassigned"
80585,"unassigned"
80586,"IgDpos IgMpos B cells"
80587,"unassigned"
80588,"unassigned"
80589,"unassigned"
80590,"unassigned"
80591,"Non-Classical Monocytes"
80592,"Intermediate Monocytes"
80593,"IgD- IgMpos B cells"
80594,"Intermediate Monocytes"
80595,"unassigned"
80596,"CD8 T cells"
80597,"IgDpos IgMpos B cells"
80598,"IgD- IgMpos B cells"
80599,"unassigned"
80600,"unassigned"
80601,"unassigned"
80602,"unassigned"
80603,"unassigned"
80604,"Plasma Cells"
80605,"IgD- IgMpos B cells"
80606,"Eosinophils"
80607,"unassigned"
80608,"unassigned"
80609,"unassigned"
80610,"Classical Monocytes"
80611,"Classical Monocytes"
80612,"unassigned"
80613,"unassigned"
80614,"IgD- IgMpos B cells"
80615,"unassigned"
80616,"unassigned"
80617,"unassigned"
80618,"Classical Monocytes"
80619,"unassigned"
80620,"Eosinophils"
80621,"Classical Monocytes"
80622,"IgDpos IgMpos B cells"
80623,"unassigned"
80624,"unassigned"
80625,"unassigned"
80626,"unassigned"
80627,"unassigned"
80628,"unassigned"
80629,"unassigned"
80630,"IgDpos IgMpos B cells"
80631,"unassigned"
80632,"unassigned"
80633,"IgDpos IgMpos B cells"
80634,"Non-Classical Monocytes"
80635,"unassigned"
80636,"IgDpos IgMpos B cells"
80637,"unassigned"
80638,"unassigned"
80639,"Macrophages"
80640,"unassigned"
80641,"unassigned"
80642,"unassigned"
80643,"Eosinophils"
80644,"Eosinophils"
80645,"Eosinophils"
80646,"unassigned"
80647,"Classical Monocytes"
80648,"Eosinophils"
80649,"Classical Monocytes"
80650,"unassigned"
80651,"Classical Monocytes"
80652,"IgD- IgMpos B cells"
80653,"unassigned"
80654,"unassigned"
80655,"IgDpos IgMpos B cells"
80656,"unassigned"
80657,"unassigned"
80658,"Intermediate Monocytes"
80659,"unassigned"
80660,"Eosinophils"
80661,"unassigned"
80662,"Eosinophils"
80663,"unassigned"
80664,"unassigned"
80665,"unassigned"
80666,"unassigned"
80667,"IgDpos IgMpos B cells"
80668,"Classical Monocytes"
80669,"Macrophages"
80670,"Classical Monocytes"
80671,"Macrophages"
80672,"Eosinophils"
80673,"IgDpos IgMpos B cells"
80674,"unassigned"
80675,"unassigned"
80676,"Classical Monocytes"
80677,"NKT cells"
80678,"unassigned"
80679,"Non-Classical Monocytes"
80680,"unassigned"
80681,"IgM- IgD- B-cells"
80682,"unassigned"
80683,"IgDpos IgMpos B cells"
80684,"unassigned"
80685,"unassigned"
80686,"Intermediate Monocytes"
80687,"Non-Classical Monocytes"
80688,"unassigned"
80689,"IgDpos IgMpos B cells"
80690,"IgDpos IgMpos B cells"
80691,"unassigned"
80692,"unassigned"
80693,"IgD- IgMpos B cells"
80694,"CD8 T cells"
80695,"Eosinophils"
80696,"unassigned"
80697,"gd T cells"
80698,"unassigned"
80699,"unassigned"
80700,"IgDpos IgMpos B cells"
80701,"IgDpos IgMpos B cells"
80702,"IgM- IgD- B-cells"
80703,"unassigned"
80704,"unassigned"
80705,"Intermediate Monocytes"
80706,"Eosinophils"
80707,"IgDpos IgMpos B cells"
80708,"unassigned"
80709,"unassigned"
80710,"unassigned"
80711,"unassigned"
80712,"Plasma Cells"
80713,"unassigned"
80714,"NKT cells"
80715,"Eosinophils"
80716,"IgM- IgD- B-cells"
80717,"unassigned"
80718,"unassigned"
80719,"IgDpos IgMpos B cells"
80720,"Eosinophils"
80721,"IgD- IgMpos B cells"
80722,"Classical Monocytes"
80723,"Eosinophils"
80724,"Eosinophils"
80725,"Macrophages"
80726,"Macrophages"
80727,"unassigned"
80728,"Macrophages"
80729,"NKT cells"
80730,"unassigned"
80731,"unassigned"
80732,"IgDpos IgMpos B cells"
80733,"Intermediate Monocytes"
80734,"unassigned"
80735,"unassigned"
80736,"unassigned"
80737,"unassigned"
80738,"Eosinophils"
80739,"unassigned"
80740,"Macrophages"
80741,"unassigned"
80742,"unassigned"
80743,"unassigned"
80744,"unassigned"
80745,"unassigned"
80746,"unassigned"
80747,"unassigned"
80748,"IgDpos IgMpos B cells"
80749,"Classical Monocytes"
80750,"Eosinophils"
80751,"IgD- IgMpos B cells"
80752,"unassigned"
80753,"MPP"
80754,"unassigned"
80755,"Non-Classical Monocytes"
80756,"NK cells"
80757,"unassigned"
80758,"Eosinophils"
80759,"IgDpos IgMpos B cells"
